Timestamp,Action,Price,CA
2025-02-12 04:39:18,SELL,0.00186,KFTSxPQxDV1wGjEvzKHWD7mG6e9TsMVq4eF4mQppump
2025-02-12 04:40:20,SELL,0.00036,2yyddFFf8YRDKTgKkrFPdRpnt8gohrWTPa7kqZYU1VW7
2025-02-12 04:41:25,BUY,0.00027,2yyddFFf8YRDKTgKkrFPdRpnt8gohrWTPa7kqZYU1VW7
2025-02-12 04:41:55,BUY,0.00029,2yyddFFf8YRDKTgKkrFPdRpnt8gohrWTPa7kqZYU1VW7
2025-02-12 04:43:51,BUY,0.00024,2yyddFFf8YRDKTgKkrFPdRpnt8gohrWTPa7kqZYU1VW7
2025-02-12 04:45:54,BUY,0.00272,KFTSxPQxDV1wGjEvzKHWD7mG6e9TsMVq4eF4mQppump
2025-02-12 04:46:23,BUY,1.39999,3iQL8BFS2vE7mww4ehAqQHAsbmRNCrPxizWAT2Zfyr9y
2025-02-12 04:47:10,BUY,0.00298,KFTSxPQxDV1wGjEvzKHWD7mG6e9TsMVq4eF4mQppump
2025-02-12 04:52:16,SELL,0.00079,8Xi2bk7ooBCCNHmqTks7vbjAqJ5xHPw91aYadV27pump
2025-02-12 04:52:58,SELL,0.00063,8Xi2bk7ooBCCNHmqTks7vbjAqJ5xHPw91aYadV27pump
2025-02-12 04:56:16,SELL,0.00052,8Xi2bk7ooBCCNHmqTks7vbjAqJ5xHPw91aYadV27pump
2025-02-12 04:58:03,BUY,0.00074,8Xi2bk7ooBCCNHmqTks7vbjAqJ5xHPw91aYadV27pump
2025-02-12 04:58:40,BUY,0.00101,8Xi2bk7ooBCCNHmqTks7vbjAqJ5xHPw91aYadV27pump
2025-02-12 04:59:01,BUY,0.00088,8Xi2bk7ooBCCNHmqTks7vbjAqJ5xHPw91aYadV27pump
2025-02-12 04:59:13,BUY,0.00093,8Xi2bk7ooBCCNHmqTks7vbjAqJ5xHPw91aYadV27pump
2025-02-12 04:59:43,SELL,0.00086,8Xi2bk7ooBCCNHmqTks7vbjAqJ5xHPw91aYadV27pump
2025-02-12 05:00:49,BUY,0.00065,8Xi2bk7ooBCCNHmqTks7vbjAqJ5xHPw91aYadV27pump
